token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST211	0	0	0	(ad)esso	adesso	_	_	_	_	_	linguistic	_	none	_	Begin=0.0	_	_	0-2(0)	_
0-1	PST211	0	0	1	c[e	ce	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	1-2(0)
0-2	PST211	0	0	2	lo	lo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
0-3	PST211	0	0	3	racconti]	racconti	_	_	_	_	_	linguistic	_	none	_	End=1.18	_	_	_	0-8(0)
1-0	PST212	1	1	0	[xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	Begin=0.34	_	_	_	0-3(0)
1-1	PST212	1	1	1	ce	ce	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
1-2	PST212	1	1	2	lo	lo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
1-3	PST212	1	1	3	ra]cconti	racconti	_	_	_	_	_	linguistic	_	none	_	End=1.595	_	_	_	0-2(0)
2-0	PST211	2	2	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=1.725|End=2.15	_	_	_	_
3-0	PST212	3	3	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=2.94|End=3.355	_	_	_	_
4-0	PST212	4	4	0	tu::	tu	_	_	_	_	_	linguistic	_	none	_	Begin=3.67	1x2	_	_	_
4-1	PST212	4	4	1	e::h	eh	_	_	_	_	_	linguistic	_	none	_	_	0x2	_	_	_
4-2	PST212	4	4	2	vivi	vivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST212	4	4	3	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST212	4	4	4	torino	torino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST212	4	4	5	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST212	4	4	6	quanti	quanti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST212	4	4	7	anni.	anni	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=5.914	_	_	_	_
5-0	PST034	5	5	0	ventidue	ventidue	_	_	_	_	_	linguistic	_	none	_	Begin=5.915|End=6.756	_	_	_	_
6-0	PST212	6	6	0	ventidue	ventidue	_	_	_	_	_	linguistic	_	none	_	Begin=6.813	_	_	_	_
6-1	PST212	6	6	1	anni	anni	_	_	_	_	_	linguistic	_	none	_	End=7.73	_	_	_	_
7-0	PST212	7	7	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=8.012	_	_	_	_
7-1	PST212	7	7	1	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PST212	7	7	2	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PST212	7	7	3	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-4	PST212	7	7	4	itali~	itali~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
7-5	PST212	7	7	5	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-6	PST212	7	7	6	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-7	PST212	7	7	7	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-8	PST212	7	7	8	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-9	PST212	7	7	9	italia	italia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-10	PST212	7	7	10	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-11	PST212	7	7	11	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-12	PST212	7	7	12	direttamente	direttamente	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-13	PST212	7	7	13	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-14	PST212	7	7	14	torino:	torino	_	_	_	_	_	linguistic	_	none	_	_	5x1	_	_	_
7-15	PST212	7	7	15	[oppure::]	oppure	_	_	_	_	_	linguistic	_	none	_	End=12.943	5x2	_	_	0-6(4)
8-0	PST034	8	8	0	[s:i	si	_	_	_	_	_	linguistic	_	none	_	Begin=12.225	0x1	_	_	0-2(4)
8-1	PST034	8	8	1	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(4)
8-2	PST034	8	8	2	una]	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(4)
8-3	PST034	8	8	3	vacanza	vacanza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PST034	8	8	4	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
