token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST009	0	0	0	e::h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=2.39	0x2	_	_	_
0-1	PST009	0	0	1	diplomi	diplomi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST009	0	0	2	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST009	0	0	3	ancora	ancora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PST009	0	0	4	ottenuti	ottenuti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST009	0	0	5	[non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
0-6	PST009	0	0	6	li	li	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
0-7	PST009	0	0	7	spunto]	spunto	_	_	_	_	_	linguistic	_	none	_	End=4.816	_	_	_	0-6(0)
1-0	PST202	1	1	0	[va	va	_	_	_	_	_	linguistic	_	none	_	Begin=4.309	_	_	_	0-2(0)
1-1	PST202	1	1	1	bene	bene	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(0)
1-2	PST202	1	1	2	diploma]	diploma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-7(0)
1-3	PST202	1	1	3	se~	se~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
1-4	PST202	1	1	4	che:	che	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	_
1-5	PST202	1	1	5	stai	stai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-6	PST202	1	1	6	face~	face~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
1-7	PST202	1	1	7	stai	stai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-8	PST202	1	1	8	studiando	studiando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-9	PST202	1	1	9	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-10	PST202	1	1	10	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-11	PST202	1	1	11	avere	avere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-12	PST202	1	1	12	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-13	PST202	1	1	13	diploma?	diploma	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=9.078	_	_	_	_
2-0	PST054	2	2	0	[sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=9.3	_	_	_	0-2(1)
2-1	PST054	2	2	1	diploma]	diploma	_	_	_	_	_	linguistic	_	none	_	End=9.99	_	_	_	0-7(1)
3-0	PST009	3	3	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=9.584	_	_	_	_
3-1	PST009	3	3	1	avere	avere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PST009	3	3	2	[sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(?)
3-3	PST009	3	3	3	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(?)
3-4	PST009	3	3	4	maturità]	maturità	_	_	_	_	_	linguistic	_	none	_	End=10.786	_	_	_	0-8(?)
4-0	PST202	4	4	0	[okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=10.4	_	_	_	0-4(2)
4-1	PST202	4	4	1	allora	allora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(2)
4-2	PST202	4	4	2	mette~]	mette~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	0-6(2)
4-3	PST202	4	4	3	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST202	4	4	4	bene	bene	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST202	4	4	5	può	può	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST202	4	4	6	mettere	mettere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST202	4	4	7	diploma	diploma	_	_	_	_	_	linguistic	_	none	_	End=12.946	_	_	_	_
5-0	PST009	5	5	0	istituto	istituto	_	_	_	_	_	linguistic	_	none	_	Begin=14.015	_	_	_	_
