token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST213	0	0	0	a:h	ah	_	_	_	_	_	linguistic	_	none	_	Begin=0.62|End=1.19	0x1	_	_	_
1-0	PST041	1	1	0	io	io	_	_	_	_	_	linguistic	_	none	_	Begin=1.7	_	_	_	_
1-1	PST041	1	1	1	sono::	sono	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	3x2	_	_	_
1-2	PST041	1	1	2	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
1-3	PST041	1	1	3	umore::	umore	_	_	_	_	_	linguistic	_	none	_	_	4x2	_	_	_
1-4	PST041	1	1	4	tutta	tutta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-5	PST041	1	1	5	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-6	PST041	1	1	6	notte	notte	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-7	PST041	1	1	7	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	End=4.9	_	_	_	_
2-0	PST213	2	2	0	ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=5.07	_	_	_	_
2-1	PST213	2	2	1	sì,	sì	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=5.64	_	_	_	_
3-0	PST041	3	3	0	u::h	uh	_	_	_	_	_	linguistic	_	none	_	Begin=5.74|End=6.23	0x2	_	_	_
4-0	PST041	4	4	0	venerdì	venerdì	_	_	_	_	_	linguistic	_	none	_	Begin=6.87	_	_	_	_
4-1	PST041	4	4	1	sera,	sera	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=8.07	_	_	_	_
5-0	PST041	5	5	0	non	non	_	_	_	_	_	linguistic	_	none	_	Begin=8.34	_	_	_	_
5-1	PST041	5	5	1	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PST041	5	5	2	può	può	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PST041	5	5	3	riposarsi.	riposarsi	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=9.25	_	_	_	_
6-0	PST213	6	6	0	m::h	mh	_	_	_	_	_	linguistic	_	none	_	Begin=9.4|End=9.84	0x2	_	_	_
7-0	PST213	7	7	0	ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=10.6	_	_	_	_
7-1	PST213	7	7	1	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PST213	7	7	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PST213	7	7	3	venuto	venuto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-4	PST213	7	7	4	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-5	PST213	7	7	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-6	PST213	7	7	6	italia	italia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-7	PST213	7	7	7	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
