token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST166	0	0	0	come	come	_	_	_	_	_	linguistic	_	none	_	Begin=0.62	_	_	_	_
0-1	PST166	0	0	1	dicevo	dicevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST166	0	0	2	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST166	0	0	3	le:i:	lei	_	_	_	_	_	linguistic	_	none	_	End=2.07	1x1,2x1	_	_	_
1-0	PST166	1	1	0	cioè	cioè	_	_	_	_	_	linguistic	_	none	_	Begin=4.9	_	_	_	_
1-1	PST166	1	1	1	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PST166	1	1	2	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PST166	1	1	3	dico	dico	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PST166	1	1	4	purtroppo	purtroppo	_	_	_	_	_	linguistic	_	none	_	End=6.2	_	_	_	_
2-0	PST166	2	2	0	tante	tante	_	_	_	_	_	linguistic	_	none	_	Begin=6.58	_	_	_	_
2-1	PST166	2	2	1	tante	tante	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PST166	2	2	2	persono	persono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PST166	2	2	3	vogliono	vogliono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST166	2	2	4	entrare	entrare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST166	2	2	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PST166	2	2	6	questo	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PST166	2	2	7	cipia	cipia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-8	PST166	2	2	8	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-9	PST166	2	2	9	quindi:	quindi	_	_	_	_	_	linguistic	_	none	_	_	5x1	_	_	_
2-10	PST166	2	2	10	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-11	PST166	2	2	11	difficile	difficile	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-12	PST166	2	2	12	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-13	PST166	2	2	13	riusciamo	riusciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-14	PST166	2	2	14	ta:nto	tanto	_	_	_	_	_	linguistic	_	none	_	End=11.649000000000001	1x1	_	_	_
3-0	PST161	3	3	0	sì:	sì	_	_	_	_	_	linguistic	_	none	_	Begin=11.649000000000001	1x1	_	_	_
3-1	PST161	3	3	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PST161	3	3	2	difficile	difficile	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PST161	3	3	3	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PST161	3	3	4	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PST161	3	3	5	hanno	hanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PST161	3	3	6	posto	posto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-7	PST161	3	3	7	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	End=14.69	_	_	_	_
4-0	PST161	4	4	0	trovano	trovano	_	_	_	_	_	linguistic	_	none	_	Begin=14.71	_	_	_	_
4-1	PST161	4	4	1	posto	posto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST161	4	4	2	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST161	4	4	3	dico	dico	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST161	4	4	4	già	già	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST161	4	4	5	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST161	4	4	6	anche	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST161	4	4	7	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-8	PST161	4	4	8	volevo	volevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-9	PST161	4	4	9	farlo	farlo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-10	PST161	4	4	10	e	e	_	_	_	_	_	linguistic	_	none	_	End=18.34	_	_	_	_
5-0	PST161	5	5	0	per	per	_	_	_	_	_	linguistic	_	some	_	Begin=18.8	_	_	_	_
5-1	PST161	5	5	1	quello	quello	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
5-2	PST161	5	5	2	mi:	mi	_	_	_	_	_	linguistic	_	some	_	_	1x1	_	_	_
5-3	PST161	5	5	3	mi	mi	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
5-4	PST161	5	5	4	x	x	_	_	_	_	_	unknown	_	some	Syllables=1	_	_	_	_	_
5-5	PST161	5	5	5	obbligo	obbligo	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
5-6	PST161	5	5	6	di	di	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
5-7	PST161	5	5	7	#*andarme	andarme	_	_	_	_	_	linguistic	_	some	Language=NO_ISO_CODE|Variation=Doubtful	_	_	_	_	_
