token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST082	0	0	0	perfetto	perfetto	_	_	_	_	_	linguistic	_	none	_	Begin=1.35	_	_	_	_
0-1	PST082	0	0	1	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST082	0	0	2	registriamo	registriamo	_	_	_	_	_	linguistic	_	none	_	End=2.93	_	_	_	_
1-0	PST091	1	1	0	se	se	_	_	_	_	_	linguistic	_	none	_	Begin=8.06	_	_	_	_
1-1	PST091	1	1	1	vuoi	vuoi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PST091	1	1	2	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	_	_	_	_	_
1-3	PST091	1	1	3	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	End=9.27	_	_	_	_
2-0	PST082	2	2	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=9.34|End=11.215	_	_	_	_
3-0	PST082	3	3	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=12.8	_	_	_	_
3-1	PST082	3	3	1	come::	come	_	_	_	_	_	linguistic	_	none	_	_	3x2	_	_	_
3-2	PST082	3	3	2	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PST082	3	3	3	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PST082	3	3	4	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PST082	3	3	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PST082	3	3	6	italia.	italia	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=16.53	_	_	_	_
4-0	PST091	4	4	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=17.17	_	_	_	_
4-1	PST091	4	4	1	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST091	4	4	2	prima	prima	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST091	4	4	3	volta	volta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST091	4	4	4	sono::	sono	_	_	_	_	_	linguistic	_	none	_	_	3x2	_	_	_
4-5	PST091	4	4	5	venuta	venuta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST091	4	4	6	con	con	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST091	4	4	7	mia	mia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-8	PST091	4	4	8	mamma	mamma	_	_	_	_	_	linguistic	_	none	_	End=20.37	_	_	_	_
5-0	PST091	5	5	0	lei	lei	_	_	_	_	_	linguistic	_	none	_	Begin=20.395	_	_	_	_
5-1	PST091	5	5	1	era	era	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PST091	5	5	2	già	già	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PST091	5	5	3	qui,	qui	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=21.27	_	_	_	_
6-0	PST091	6	6	0	mi	mi	_	_	_	_	_	linguistic	_	none	_	Begin=21.42	_	_	_	_
6-1	PST091	6	6	1	ha	ha	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST091	6	6	2	portata::	portata	_	_	_	_	_	linguistic	_	none	_	_	6x2	_	_	_
6-3	PST091	6	6	3	dopo::	dopo	_	_	_	_	_	linguistic	_	none	_	_	3x2	_	_	_
6-4	PST091	6	6	4	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST091	6	6	5	paio	paio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PST091	6	6	6	d'	d'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
6-7	PST091	6	6	7	anni	anni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-8	PST091	6	6	8	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
